1367595114	fff7406511f05aca352bd0171dcaa912	/model.xml?modelid=8263318&hid=723087	10000	723087
1367595116	fff7406511f05aca352bd0171dcaa912	/product/8263318/random-reviews?r=http%3A%2F%2Fmarket.yandex.ru%2Fmodel.xml%3Fmodelid%3D8263318%26hid%3D723087	10000
1385795875	fff7648f588236258e9456f852257e68	/	10000
1385795863	fff7648f588236258e9456f852257e68	/brands.xml?brand=152987&int_lnk=p-brand	10000
1385795850	fff7648f588236258e9456f852257e68	/_c/knRKqiMF~ixOl2sbcnFVQrHz5b0.html	10000
1385795847	fff7648f588236258e9456f852257e68	/?cvredirect=2&clid=527	10000
1385795646	fff7648f588236258e9456f852257e68	/search.xml?cvredirect=2&clid=527&text=%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80+%D0%9A%D0%98%D0%9F%D0%B8%D0%90	10000
1373143370	fff81b8700c2879e6cbe9b5bd894d792	/	10000
1373143054	fff81b8700c2879e6cbe9b5bd894d792	/catalogmodels.xml?CAT_ID=109743&hid=90490	10000	90490
1373143405	fff81b8700c2879e6cbe9b5bd894d792	/catalogmodels.xml?CAT_ID=6427101&hid=6427100	10000	6427100
1373143031	fff81b8700c2879e6cbe9b5bd894d792	/?clid=505	10000
1373143042	fff81b8700c2879e6cbe9b5bd894d792	/_c/YwrVrj_29IVZDmKxglT53wo7Pk8.html	10000
1373143107	fff81b8700c2879e6cbe9b5bd894d792	/gate/cart-list.xml?sk=ye16f4fab0c87251a90f70359c5048295	10000
1373143119	fff81b8700c2879e6cbe9b5bd894d792	/gate/cart-list.xml?sk=ye16f4fab0c87251a90f70359c5048295	10000
1373143156	fff81b8700c2879e6cbe9b5bd894d792	/gate/cart-list.xml?sk=ye16f4fab0c87251a90f70359c5048295	10000
1373143179	fff81b8700c2879e6cbe9b5bd894d792	/gate/cart-list.xml?sk=ye16f4fab0c87251a90f70359c5048295	10000
1373143215	fff81b8700c2879e6cbe9b5bd894d792	/gate/cart-list.xml?sk=ye16f4fab0c87251a90f70359c5048295	10000
1373143271	fff81b8700c2879e6cbe9b5bd894d792	/gate/cart-list.xml?sk=ye16f4fab0c87251a90f70359c5048295	10000
1373143329	fff81b8700c2879e6cbe9b5bd894d792	/gate/cart-list.xml?sk=ye16f4fab0c87251a90f70359c5048295	10000
1373143502	fff81b8700c2879e6cbe9b5bd894d792	/gate/cart-list.xml?sk=ye16f4fab0c87251a90f70359c5048295	10000
1373143467	fff81b8700c2879e6cbe9b5bd894d792	/guru.xml?CMD=-RR=0,0,0,0-PF=1801946~EQ~sel~1871375-VIS=8070-CAT_ID=6427101-EXC=1-PG=10&hid=6427100	10000	6427100
